来源面,类别,符号,使用次数,涉及文件数,示例文件
结构化C#,只读占位符,Y_COORD,14,3,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/SystemScripts/_Generated/00Default/特殊消耗品/定位的符咒.cs；CSharpScripts/SystemScripts/_Generated/00Default/UseItems.cs
结构化C#,只读占位符,CONQUESTGUARD,13,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,只读占位符,CONQUESTOWNER,5,5,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城肉店3.cs
结构化C#,只读占位符,CONQUESTWALL,4,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,只读占位符,GUILDNAME,4,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/比奇省/比奇城/公告牌0.cs
结构化C#,只读占位符,PKPOINT,4,4,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理武器GM.cs；CSharpScripts/SystemScripts/_Generated/00Default/命令物品/PK查询.cs
结构化C#,只读占位符,ROLLRESULT,4,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,只读占位符,CONQUESTGATE,3,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,只读占位符,CONQUESTRATE,3,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,只读占位符,DATE,3,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理综合GM.cs
结构化C#,只读占位符,GUILDWARFEE,3,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,只读占位符,HP,3,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理药水GM.cs
结构化C#,只读占位符,LEVEL,3,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理坐骑GM.cs
结构化C#,只读占位符,MAXHP,3,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理药水GM.cs
结构化C#,只读占位符,RING_L,3,3,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/比奇省/比奇城/皇宫封印0122.cs；CSharpScripts/NPCs/游戏管理/管理戒指GM.cs
结构化C#,只读占位符,ARMOUR,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理盔甲GM.cs
结构化C#,只读占位符,BELT,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理腰带GM.cs
结构化C#,只读占位符,BOOTS,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理靴子GM.cs
结构化C#,只读占位符,BRACELET_L,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理手镯GM.cs
结构化C#,只读占位符,BRACELET_R,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理手镯GM.cs
结构化C#,只读占位符,CONQUESTGOLD,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,只读占位符,CONQUESTSCHEDULE,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/沙巴克战旗/BattleFlagHooks.cs
结构化C#,只读占位符,CONQUESTSIEGE,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,只读占位符,GAMEGOLD,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理消耗GM.cs
结构化C#,只读占位符,GUILDWARTIME,2,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,只读占位符,HELMET,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理头盔GM.cs
结构化C#,只读占位符,MAXMP,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理药水GM.cs
结构化C#,只读占位符,MOUNT,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理坐骑GM.cs
结构化C#,只读占位符,MP,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理药水GM.cs
结构化C#,只读占位符,NECKLACE,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理项链-GM.cs
结构化C#,只读占位符,RING_R,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理戒指GM.cs
结构化C#,只读占位符,STONE,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理护石GM.cs
结构化C#,只读占位符,USERCOUNT,2,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,只读占位符,WEAPON,2,2,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏管理/管理武器GM.cs
结构化C#,只读占位符,AMULET,1,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,只读占位符,CLASS,1,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,只读占位符,CREDIT,1,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,只读占位符,MONSTERCOUNT,1,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,只读占位符,MOUNTLOYALTY,1,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,只读占位符,TORCH,1,1,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs
结构化C#,注册入口,REGISTERNPCSHOP,274,274,CSharpScripts/NPCs/比奇省/半兽古墓/仓库郑氏D002.cs；CSharpScripts/NPCs/比奇省/半兽古墓/洞窟老者D002.cs；CSharpScripts/NPCs/比奇省/半兽古墓/奸商崔氏DM001.cs
结构化C#,注册入口,REGISTERONPLAYERUSEITEM,71,5,CSharpScripts/SystemScripts/00Default/UseItems/UseItemsPart01_12_99.cs；CSharpScripts/SystemScripts/00Default/UseItems/UseItemsPart13_32.cs；CSharpScripts/SystemScripts/00Default/UseItems/UseItemsPart299_305.cs
结构化C#,注册入口,REGISTERCUSTOMCOMMAND,9,1,CSharpScripts/SystemScripts/00Default/CustomCommandHooks.cs
结构化C#,注册入口,REGISTERACTIVEMAPCOORD,6,1,CSharpScripts/SystemScripts/00Default/MapCoordHooks.cs
结构化C#,注册入口,REGISTERONMONSTERDIE,2,2,CSharpScripts/NPCs/00Monster/MonsterHooks.cs；CSharpScripts/Poc/PocHooks.cs
结构化C#,注册入口,REGISTERONCLIENTEVENT,1,1,CSharpScripts/SystemScripts/00Default/ClientHooks.cs
结构化C#,注册入口,REGISTERONPLAYERACCEPTQUEST,1,1,CSharpScripts/SystemScripts/00Default/OnAcceptQuestHooks.cs
结构化C#,注册入口,REGISTERONPLAYERCUSTOMCOMMAND,1,1,CSharpScripts/SystemScripts/00Default/CustomCommandHooks.cs
结构化C#,注册入口,REGISTERONPLAYERDAILY,1,1,CSharpScripts/SystemScripts/00Default/DailyHooks.cs
结构化C#,注册入口,REGISTERONPLAYERDIE,1,1,CSharpScripts/SystemScripts/00Default/DieHooks.cs
结构化C#,注册入口,REGISTERONPLAYERFINISHQUEST,1,1,CSharpScripts/SystemScripts/00Default/OnFinishQuestHooks.cs
结构化C#,注册入口,REGISTERONPLAYERLEVELUP,1,1,CSharpScripts/SystemScripts/00Default/LevelUpHooks.cs
结构化C#,注册入口,REGISTERONPLAYERLOGIN,1,1,CSharpScripts/SystemScripts/00Default/LoginHooks.cs
结构化C#,注册入口,REGISTERONPLAYERMAPCOORD,1,1,CSharpScripts/SystemScripts/00Default/MapCoordHooks.cs
结构化C#,注册入口,REGISTERONPLAYERMAPENTER,1,1,CSharpScripts/SystemScripts/00Default/MapEnterHooks.cs
结构化C#,注册入口,REGISTERONPLAYERTRIGGER,1,1,CSharpScripts/SystemScripts/00Default/TriggerHooks.cs
结构化C#,注册入口,REGISTERPAGE,1,1,CSharpScripts/NPCs/沙巴克战旗/BattleFlagHooks.cs
迁移注释,翎风语义,TXT,723,462,CSharpScripts/NPCs/_LegacyTxt/00Monster/MonsterFileUsageReference.cs；CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/00Robot/RobotHooks.cs
迁移注释,翎风语义,TEXTFILEDEFINITION,670,439,CSharpScripts/NPCs/_LegacyTxt/00Monster/MonsterFileUsageReference.cs；CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/比奇省/半兽古墓/仓库郑氏D002.cs
迁移注释,翎风语义,MOVE,34,34,CSharpScripts/NPCs/比奇省/比奇城/酒馆吴老头0101.cs；CSharpScripts/NPCs/道馆/丛林迷宫/迷宫光柱12.cs；CSharpScripts/NPCs/道馆/丛林迷宫/远古神石12.cs
迁移注释,翎风语义,NPCTXTBACKUP,26,13,CSharpScripts/NPCs/盟重省/土城/Blacksmith0159.cs；CSharpScripts/NPCs/盟重省/土城/Butcher3.cs；CSharpScripts/NPCs/盟重省/土城/Clothes0149.cs
迁移注释,翎风语义,CHECKGOLD,11,11,CSharpScripts/NPCs/昆仑/昆仑城/正守卫GonRyun.cs；CSharpScripts/NPCs/昆仑/昆仑野外/谷底公告牌SDFront.cs；CSharpScripts/NPCs/昆仑/燃烧昆仑/秘传石碑1.cs
迁移注释,翎风语义,CHECKPKPOINT,6,6,CSharpScripts/NPCs/比奇省/边界村/仓库保管0140.cs；CSharpScripts/NPCs/昆仑/昆仑城/联盟UNIONGUILD.cs；CSharpScripts/NPCs/盟重省/土城/仓库管理0146.cs
迁移注释,翎风语义,SPECIAL,6,5,CSharpScripts/NPCs/比奇省/比奇城/彩票世旭0.cs；CSharpScripts/NPCs/盟重省/土城/9Mlo3.cs；CSharpScripts/NPCs/盟重省/土城/土城彩票3.cs
迁移注释,翎风语义,BASEINSTANCEID,4,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
迁移注释,翎风语义,BUILT,4,1,CSharpScripts/NPCs/游戏管理/管理综合GM.cs
迁移注释,翎风语义,TIMERKEY,3,1,CSharpScripts/NPCs/比奇省/比奇城/任务活动.cs
迁移注释,翎风语义,HASBAGSPACE,2,1,CSharpScripts/NPCs/比奇省/比奇城/游戏向导0.cs
迁移注释,翎风语义,LEVEL,2,2,CSharpScripts/NPCs/比奇省/野外/昆仑比奇石0.cs；CSharpScripts/NPCs/夔龙城/酷寒洞窟/清凉活动4.cs
迁移注释,翎风语义,ROLLYUT,2,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
迁移注释,翎风语义,SET,2,2,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs；CSharpScripts/NPCs/游戏管理/管理综合GM.cs
迁移注释,翎风语义,TIMERTYPE,2,1,CSharpScripts/NPCs/比奇省/比奇城/任务活动.cs
迁移注释,翎风语义,CHECKEXACTMON,1,1,CSharpScripts/NPCs/雪白县/雪人洞窟/雪洞石柱.cs
迁移注释,翎风语义,CHECKMON,1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
迁移注释,翎风语义,CHECKPERMISSION,1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
迁移注释,翎风语义,CHECKQUEST,1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫副官0.cs
迁移注释,翎风语义,DEFAULTNPC,1,1,CSharpScripts/SystemScripts/00Default/MapCoordHooks.cs
迁移注释,翎风语义,GIVEBUFF,1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
迁移注释,翎风语义,LOCALMESSAGE,1,1,CSharpScripts/NPCs/雪白县/雪人洞窟/雪洞石柱.cs
迁移注释,翎风语义,OPENBROWSER,1,1,CSharpScripts/NPCs/游戏管理/管理综合GM.cs
迁移注释,翎风语义,TAKEITEM,1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫封印0122.cs
原始DSL,标签,@_EVENTREWARD,2,2,CSharpScripts/Events/0-Event-40.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,标签,@MAIN,1,1,CSharpScripts/Events/Event/Event41.cs
原始DSL,动作,GIVEITEM,8,2,CSharpScripts/Events/Event/Event41.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,动作,ADDATTRIBUTEPOINT,2,2,CSharpScripts/Events/0-Event-40.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,动作,GIVEEXP,2,2,CSharpScripts/Events/0-Event-40.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,动作,GIVEGOLD,2,2,CSharpScripts/Events/0-Event-40.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,动作,LOCALMESSAGE,2,2,CSharpScripts/Events/0-Event-40.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,段落,#ACT,10,3,CSharpScripts/Events/0-Event-40.cs；CSharpScripts/Events/Event/Event41.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,段落,#IF,8,2,CSharpScripts/Events/Event/Event41.cs；CSharpScripts/Events/gumi203-Event-41.cs
原始DSL,检测,RANDOM,8,2,CSharpScripts/Events/Event/Event41.cs；CSharpScripts/Events/gumi203-Event-41.cs
